rank,song,artist,year,nationality,country
28,Popcorn,Hot Butter,1972, U.S.,US
29,Everybody Plays the Fool,The Main Ingredient,1972, US,US
30,Precious and Few,Climax,1972, California,US
31,(Last Night) I Didn't Get to Sleep at All,The 5th Dimension,1972, United States,US
32,Nights in White Satin,The Moody Blues,1972, England,UK
33,Go All the Way,Raspberries,1972, United States,US
34,Too Late to Turn Back Now,Cornelius Brothers &amp; Sister Rose,1972, U.S.,US
35,Back Stabbers,The O'Jays,1972, U.S.,US
36,Down by the Lazy River,The Osmonds,1972, U.S.,US
37,Sunshine,Jonathan Edwards,1972, U.S,US
38,Starting All Over Again,Mel and Tim,1972,United States,US
39,Day After Day,Badfinger,1972, Wales,UK
40,Rocket Man,Elton John,1972, England,UK
41,Rockin' Robin,Michael Jackson,1972, U.S.,US
42,Beautiful Sunday,Daniel Boone,1972, England,UK
43,Scorpio,Dennis Coffey,1972, United States,US
44,Morning Has Broken,Cat Stevens,1972, England,UK
45,City of New Orleans,Arlo Guthrie,1972, US,US
46,Garden Party,Ricky Nelson,1972, U.S.,US
47,I Can See Clearly Now,Johnny Nash,1972, U.S.,US
48,Burning Love,Elvis Presley,1972, U.S.,US
49,Clean Up Woman,Betty Wright,1972, United States,US
50,Hold Your Head Up,Argent,1972, England,UK
51,Jungle Fever,The Chakachas,1972, Belgium,Belgium
52,Everything I Own,Bread,1972, United States,US
53,In the Rain,The Dramatics,1972, United States,US
54,Look What You Done for Me,Al Green,1972, US,US
55,The Happiest Girl in the Whole U.S.A.,Donna Fargo,1972, United States[1],US
56,Get It On,T. Rex,1972, England,UK
57,Mother and Child Reunion,Paul Simon,1972, U.S.,US
58,Where Is the Love,Roberta Flack,1972, U.S.,US
59,I'm Still in Love with You,Al Green,1972, US,US
60,Layla,Derek and the Dominos,1972, England,UK
61,Day Dreaming,Aretha Franklin,1972, U.S.,US
62,The Way of Love,Cher,1972, U.S.,US
63,Black and White,Three Dog Night,1972, United States,US
64,Sylvia's Mother,Dr. Hook &amp; The Medicine Show,1972, U.S.,US
65,Hurting Each Other,The Carpenters,1972, United States,US
66,Coconut,Harry Nilsson,1972, U.S.,US
67,Puppy Love,Donny Osmond,1972, U.S.,US
68,You Don't Mess Around with Jim,Jim Croce,1972, U.S.,US
69,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,1972, Michigan United States,US
70,A Cowboy's Work Is Never Done,Sonny &amp; Cher,1972,United States,US
71,"""Joy""",Apollo 100,1972, Britain,UK
72,Anticipation,Carly Simon,1972, U.S.,US
73,Never Been to Spain,Three Dog Night,1972, United States,US
74,Kiss an Angel Good Mornin',Charley Pride,1972, U.S.,US
75,School's Out,Alice Cooper,1972, U.S.,US
76,Saturday in the Park,Chicago,1972, United States,US
77,Drowning in the Sea of Love,Joe Simon,1972, United States,US
78,Use Me,Bill Withers,1972, U.S.,US
79,Family Affair,Sly &amp; the Family Stone,1972, U.S.,US
80,Troglodyte (Cave Man),The Jimmy Castor Bunch,1972, New York,US
81,The Witch Queen of New Orleans,Redbone,1972, U.S.,US
82,Freddie's Dead,Curtis Mayfield,1972, U.S.,US
83,Power of Love,Joe Simon,1972, United States,US
84,"""Ain't Understanding Mellow""",Jerry Butler,1972, U.S.,US
85,Taxi,Harry Chapin,1972, United States,US
86,Don't Say You Don't Remember,Beverly Bremers,1972, U.S.,US
87,Sealed with a Kiss,Bobby Vinton,1972, U.S.,US
88,I Saw the Light,Todd Rundgren,1972, U.S.,US
89,"""Motorcycle Mama""",Sailcat,1972, U.S.,US
90,Day by Day,Godspell,1972, U.S.,US
91,Roundabout,Yes,1972, England,UK
92,Doctor My Eyes,Jackson Browne,1972, U.S,US
93,I'd Like to Teach the World to Sing (In Perfect Harmony),The New Seekers,1972, United Kingdom,UK
94,Vincent,Don McLean,1972, U.S.,US
95,Baby Let Me Take You (In My Arms),The Detroit Emeralds,1972, United States,US
96,"""Speak to the Sky""",Rick Springfield,1972, Australia,Australia
97,I'd Like to Teach the World to Sing (In Perfect Harmony),The Hillside Singers,1972, U.S.,US
98,Walkin' in the Rain with the One I Love,Love Unlimited,1972, California[1],US
99,Get on the Good Foot,James Brown,1972, U.S.,US
100,Pop That Thang,The Isley Brothers,1972, U.S.,US
1,Tie a Yellow Ribbon Round the Ole Oak Tree,Tony Orlando and Dawn,1973, United States,US
2,"Bad, Bad Leroy Brown",Jim Croce,1973, U.S.,US
3,Killing Me Softly with His Song,Roberta Flack,1973, U.S.,US
4,Let's Get It On,Marvin Gaye,1973, U.S.,US
5,My Love,Paul McCartney &amp; Wings,1973,England,UK
6,Why Me,Kris Kristofferson,1973, U.S.,US
7,Crocodile Rock,Elton John,1973, England,UK
8,Will It Go Round in Circles,Billy Preston,1973, U.S.,US
9,You're So Vain,Carly Simon,1973, U.S.,US
10,Touch Me in the Morning,Diana Ross,1973, U.S.,US
11,The Night the Lights Went Out in Georgia,Vicki Lawrence,1973, United States,US
12,Playground in My Mind,Clint Holmes,1973, U.S.,US
13,Brother Louie,Stories,1973, United States,US
14,Delta Dawn,Helen Reddy,1973, Australia,Australia
15,Me and Mrs. Jones,Billy Paul,1973, U.S.,US
16,Frankenstein,The Edgar Winter Group,1973, United States,US
17,Drift Away,Dobie Gray,1973, U.S.,US
18,Little Willy,Sweet,1973, United Kingdom,UK
19,You Are the Sunshine of My Life,Stevie Wonder,1973, U.S.,US
20,Half-Breed,Cher,1973, U.S.,US
21,That Lady,The Isley Brothers,1973, U.S.,US
22,Pillow Talk,Sylvia,1973, U.S.,US
23,We're an American Band,Grand Funk Railroad,1973, United States,US
24,Right Place Wrong Time,Dr. John,1973, U.S.,US
25,Wildflower,Skylark,1973, Canada[1],Canada
26,Superstition,Stevie Wonder,1973, U.S.,US
27,Loves Me Like a Rock,Paul Simon,1973, U.S.,US
28,The Morning After,Maureen McGovern,1973, United States,US
29,Rocky Mountain High,John Denver,1973, U.S.,US
30,Stuck in the Middle with You,Stealers Wheel,1973, Scotland,UK
31,Shambala,Three Dog Night,1973, United States,US
32,Love Train,The O'Jays,1973, U.S.,US
33,I'm Gonna Love You Just a Little More Baby,Barry White,1973, U.S.,US
34,"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,1973, United States,US
35,Keep on Truckin',Eddie Kendricks,1973, U.S.,US
36,Danny's Song,Anne Murray,1973, Canada,Canada
37,Dancing in the Moonlight,King Harvest,1973, France,France
38,Monster Mash,Bobby 'Boris' Pickett,1973, U.S.,US
39,Natural High,Bloodstone,1973, United States,US
40,Diamond Girl,Seals and Crofts,1973, United States,US
41,Long Train Runnin',The Doobie Brothers,1973, U.S.,US
42,Give Me Love (Give Me Peace on Earth),George Harrison,1973, England,UK
43,If You Want Me to Stay,Sly &amp; the Family Stone,1973, U.S.,US
44,Daddy's Home,Jermaine Jackson,1973, U.S.,US
45,Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight &amp; the Pips,1973, United States,US
46,I'm Doin' Fine Now,New York City,1973, United States,US
47,Could It Be I'm Falling in Love,The Spinners,1973, United States,US
48,Daniel,Elton John,1973, England,UK
49,Midnight Train to Georgia,Gladys Knight &amp; the Pips,1973, United States,US
50,Smoke on the Water,Deep Purple,1973, England,UK
51,The Cover of the Rolling Stone,Dr. Hook &amp; The Medicine Show,1973, U.S.,US
52,Behind Closed Doors,Charlie Rich,1973, United States,US
53,Your Mama Don't Dance,Loggins and Messina,1973,United States,US
54,Feelin' Stronger Every Day,Chicago,1973, United States,US
55,The Cisco Kid,War,1973, U.S.,US
56,Live and Let Die,Paul McCartney &amp; Wings,1973,England,UK
57,"Oh, Babe, What Would You Say?",Hurricane Smith,1973, London,UK
58,I Believe in You (You Believe in Me),Johnnie Taylor,1973, United States,US
59,Sing,The Carpenters,1973, United States,US
60,Ain't No Woman (Like the One I've Got),The Four Tops,1973, U.S.,US
61,Dueling Banjos,Eric Weissberg,1973,New York,US
62,Higher Ground,Stevie Wonder,1973, U.S.,US
63,Here I Am (Come and Take Me),Al Green,1973, US,US
64,My Maria,B.W. Stevenson,1973, United States[1],US
65,Superfly,Curtis Mayfield,1973, U.S.,US
66,Last Song,Edward Bear,1973, Canada,Canada
67,Get Down,Gilbert O'Sullivan,1973, England,UK
68,Reelin' in the Years,Steely Dan,1973, United States,US
69,Hocus Pocus,Focus,1973, Netherlands,Netherlands
70,Yesterday Once More,The Carpenters,1973, United States,US
71,Boogie Woogie Bugle Boy,Bette Midler,1973, Territory of Hawaii,US
72,Clair,Gilbert O'Sullivan,1973, England,UK
73,Do It Again,Steely Dan,1973, United States,US
74,Kodachrome,Paul Simon,1973, U.S.,US
75,Why Can't We Live Together,Timmy Thomas,1973, U.S.,US
76,Do You Wanna Dance?,Bette Midler,1973, Territory of Hawaii,US
77,So Very Hard to Go,Tower of Power,1973, United States,US
78,Rockin' Pneumonia and the Boogie Woogie Flu,Johnny Rivers,1973, United States,US
79,Ramblin' Man,The Allman Brothers Band,1973, U.S.,US
80,Masterpiece,The Temptations,1973, United States,US
81,Peaceful,Helen Reddy,1973, Australia,Australia
82,One of a Kind (Love Affair),The Spinners,1973, United States,US
83,Funny Face,Donna Fargo,1973, United States[1],US
84,Funky Worm,Ohio Players,1973, United States,US
85,Angie,The Rolling Stones,1973, England,UK
86,Jambalaya (On the Bayou),Blue Ridge Rangers,1973, U.S.,US
87,Don't Expect Me to Be Your Friend,Lobo,1973, U.S.,US
88,Break Up to Make Up,The Stylistics,1973, U.S.,US
89,Daisy a Day,Jud Strunk,1973, New York,US
90,Also Sprach Zarathustra (2001),Deodato,1973, Brazil,Brazil
91,Stir It Up,Johnny Nash,1973, U.S.,US
92,Money,Pink Floyd,1973, England,UK
93,"""Gypsy Man""",War,1973, U.S.,US
94,"""The World Is a Ghetto""",War,1973, U.S.,US
95,Yes We Can Can,The Pointer Sisters,1973, U.S.,US
96,Free Ride,The Edgar Winter Group,1973, United States,US
97,Space Oddity,David Bowie,1973, England,UK
98,It Never Rains in Southern California,Albert Hammond,1973,Gibraltar,Gibraltar
99,The Twelfth of Never,Donny Osmond,1973, U.S.,US
100,Papa Was a Rollin' Stone,The Temptations,1973, United States,US
1,The Way We Were,Barbra Streisand,1974, U.S.,US
2,Seasons in the Sun,Terry Jacks,1974, Canada,Canada
3,Love's Theme,Love Unlimited Orchestra,1974, California,US
4,Come and Get Your Love,Redbone,1974, U.S.,US
5,Dancing Machine,The Jackson 5,1974, Indiana,US
6,The Loco-Motion,Grand Funk Railroad,1974, United States,US
7,TSOP (The Sound of Philadelphia),MFSB,1974, United States,US
8,The Streak,Ray Stevens,1974, U.S.[1],US
9,Bennie and the Jets,Elton John,1974, England,UK
10,One Hell of a Woman,Mac Davis,1974, United States,US
11,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,1974, U.S.,US
12,Jungle Boogie,Kool &amp; the Gang,1974, U.S.,US
13,Midnight at the Oasis,Maria Muldaur,1974, U.S.,US
14,You Make Me Feel Brand New,The Stylistics,1974, U.S.,US
15,Show and Tell,Al Wilson,1974, United States,US
16,Spiders and Snakes,Jim Stafford,1974, United States,US
17,Rock On,David Essex,1974, England,UK
18,Sunshine on My Shoulders,John Denver,1974, U.S.,US
19,Sideshow,Blue Magic,1974, United States,US
20,Hooked on a Feeling,Blue Swede,1974, Sweden,Sweden
21,Billy Don't Be a Hero,Bo Donaldson and The Heywoods,1974,United States,US
22,Band on the Run,Paul McCartney and Wings,1974,England,UK
23,The Most Beautiful Girl,Charlie Rich,1974, United States,US
24,Time in a Bottle,Jim Croce,1974, U.S.,US
25,Annie's Song,John Denver,1974, U.S.,US
26,Let Me Be There,Olivia Newton-John,1974, England,UK
27,Sundown,Gordon Lightfoot,1974, Canada,Canada
28,(You're) Having My Baby,Paul Anka,1974, Canada,Canada
29,Rock Me Gently,Andy Kim,1974, Canada[1],Canada
30,Boogie Down,Eddie Kendricks,1974, U.S.,US
31,You're Sixteen,Ringo Starr,1974, England,UK
32,If You Love Me (Let Me Know),Olivia Newton-John,1974, England,UK
33,Dark Lady,Cher,1974, U.S.,US
34,Best Thing That Ever Happened to Me,Gladys Knight &amp; the Pips,1974, United States,US
35,Feel Like Makin' Love,Roberta Flack,1974, U.S.,US
36,Just Don't Want to Be Lonely,The Main Ingredient,1974, US,US
37,Nothing from Nothing,Billy Preston,1974, U.S.,US
38,Rock Your Baby,George McCrae,1974, U.S.,US
39,Top of the World,The Carpenters,1974, United States,US
40,The Joker,Steve Miller Band,1974, United States,US
41,I've Got to Use My Imagination,Gladys Knight &amp; the Pips,1974, United States,US
42,The Show Must Go On,Three Dog Night,1974, United States,US
43,Rock the Boat,The Hues Corporation,1974, United States,US
44,Smokin' in the Boys Room,Brownsville Station,1974, United States,US
45,Living for the City,Stevie Wonder,1974, U.S.,US
46,The Night Chicago Died,Paper Lace,1974, England,UK
47,Then Came You,Dionne Warwick,1974, U.S.,US
48,The Entertainer,Marvin Hamlisch,1974, U.S.,US
49,Waterloo,ABBA,1974, Sweden,Sweden
50,The Air That I Breathe,The Hollies,1974, England,UK
51,Rikki Don't Lose That Number,Steely Dan,1974, United States,US
52,Mockingbird,Carly Simon,1974, U.S.,US
53,Help Me,Joni Mitchell,1974, Canada,Canada
54,You Won't See Me,Anne Murray,1974, Canada,Canada
55,"Never, Never Gonna Give You Up",Barry White,1974, U.S.,US
56,Tell Me Something Good,Rufus,1974, United States,US
57,You and Me Against the World,Helen Reddy,1974, Australia,Australia
58,Rock and Roll Heaven,The Righteous Brothers,1974, United States,US
59,Hollywood Swinging,Kool &amp; the Gang,1974, U.S.,US
60,Be Thankful for What You Got,William DeVaughn,1974, United States,US
61,Hang on in There Baby,Johnny Bristol,1974, United States,US
62,Eres tÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂº,Mocedades,1974, Spain,Spain
63,Takin' Care of Business,Bachman-Turner Overdrive,1974, Canada,Canada
64,Radar Love,Golden Earring,1974, Netherlands,Netherlands
65,Please Come to Boston,Dave Loggins,1974, U.S.,US
66,Keep on Smilin',Wet Willie,1974, United States,US
67,Lookin' for a Love,Bobby Womack,1974, U.S.,US
68,Put Your Hands Together,The O'Jays,1974, U.S.,US
69,"""On and On""",Gladys Knight &amp; the Pips,1974, United States,US
70,Oh Very Young,Cat Stevens,1974, England,UK
71,Leave Me Alone (Ruby Red Dress),Helen Reddy,1974, Australia,Australia
72,Goodbye Yellow Brick Road,Elton John,1974, England,UK
73,(I've Been) Searchin' So Long,Chicago,1974, United States,US
74,Oh My My,Ringo Starr,1974, England,UK
75,For the Love of Money,The O'Jays,1974, U.S.,US
76,I Shot the Sheriff,Eric Clapton,1974, England,UK
77,Jet,Paul McCartney and Wings,1974,England,UK
78,Don't Let the Sun Go Down on Me,Elton John,1974, England,UK
79,Tubular Bells,Mike Oldfield,1974, England,UK
80,A Love Song,Anne Murray,1974, Canada,Canada
81,I'm Leaving It Up to You,Donny,1974, U.S.,US
82,Hello It's Me,Todd Rundgren,1974, U.S.,US
83,I Love,Tom T. Hall,1974, U.S.,US
84,Clap for the Wolfman,The Guess Who,1974, Canada,Canada
85,I'll Have to Say I Love You in a Song,Jim Croce,1974, U.S.,US
86,The Lord's Prayer,Sister Janet Mead,1974, South Australia [1][2],Australia
87,"""Trying To Hold On To My Woman""",Lamont Dozier,1974, United States,US
88,Don't You Worry 'bout a Thing,Stevie Wonder,1974, U.S.,US
89,A Very Special Love Song,Charlie Rich,1974, United States,US
90,My Girl Bill,Jim Stafford,1974, United States,US
91,Helen Wheels,Paul McCartney and Wings,1974,England,UK
92,My Mistake (Was to Love You),Diana Ross,1974, U.S.,US
93,Wildwood Weed,Jim Stafford,1974, United States,US
94,Beach Baby,The First Class,1974, United Kingdom,UK
95,"""Me and Baby Brother""",War,1974, U.S.,US
96,"""Rockin' Roll Baby""",The Stylistics,1974, U.S.,US
97,I Honestly Love You,Olivia Newton-John,1974, England,UK
98,Call on Me,Chicago,1974, United States,US
99,Wild Thing,Fancy,1974,England,UK
100,Mighty Love,The Spinners,1974, United States,US
1,Love Will Keep Us Together,Captain &amp; Tennille,1975, United States,US
2,Rhinestone Cowboy,Glen Campbell,1975, U.S.,US
3,Philadelphia Freedom,Elton John,1975, England,UK
4,Before the Next Teardrop Falls,Freddy Fender,1975, U.S.,US
5,My Eyes Adored You,Frankie Valli,1975, U.S.,US
6,Some Kind of Wonderful,Grand Funk,1975, United States,US
7,Shining Star,"Earth, Wind &amp; Fire",1975, U.S.,US
8,Fame,David Bowie,1975, England,UK
9,Laughter in the Rain,Neil Sedaka,1975, United States,US
10,One of These Nights,Eagles,1975, U.S.,US
11,Thank God I'm a Country Boy,John Denver,1975, U.S.,US
12,Jive Talkin',Bee Gees,1975, England,UK
13,Best of My Love,Eagles,1975, U.S.,US
14,Lovin' You,Minnie Riperton,1975, U.S.,US
15,Kung Fu Fighting,Carl Douglas,1975, Jamaica,Jamaica
16,Black Water,The Doobie Brothers,1975, U.S.,US
17,The Ballroom Blitz,Sweet,1975, United Kingdom,UK
18,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1975, Texas,US
19,He Don't Love You (Like I Love You),Tony Orlando and Dawn,1975, United States,US
20,At Seventeen,Janis Ian,1975, U.S.,US
21,Pick Up the Pieces,Average White Band,1975, Scotland,UK
22,The Hustle,Van McCoy,1975, U.S.,US
23,Lady Marmalade,Labelle,1975, Pennsylvania,US
24,Why Can't We Be Friends?,War,1975, U.S.,US
25,Love Won't Let Me Wait,Major Harris,1975, U.S.,US
26,Boogie On Reggae Woman,Stevie Wonder,1975, U.S.,US
27,Angie Baby,Helen Reddy,1975, Australia,Australia
28,Wasted Days and Wasted Nights,Freddy Fender,1975, U.S.,US
29,Fight the Power,The Isley Brothers,1975, U.S.,US
30,Jackie Blue,Ozark Mountain Daredevils,1975, Missouri,US
31,Fire,Ohio Players,1975, United States,US
32,Magic,Pilot,1975, Scotland,UK
33,Please Mr. Postman,The Carpenters,1975, United States,US
34,Sister Golden Hair,America,1975, United Kingdom,UK
35,Lucy in the Sky with Diamonds,Elton John,1975, England,UK
36,Mandy,Barry Manilow,1975, U.S.,US
37,Have You Never Been Mellow,Olivia Newton-John,1975, England,UK
38,Could It Be Magic,Barry Manilow,1975, U.S.,US
39,Cat's in the Cradle,Harry Chapin,1975, United States,US
40,Wildfire,Michael Martin Murphey,1975, U.S.,US
41,I'm Not Lisa,Jessi Colter,1975, U.S.,US
42,Listen to What the Man Said,Wings,1975,England,UK
43,I'm Not in Love,10cc,1975, England,UK
44,I Can Help,Billy Swan,1975, United States,US
45,Fallin' in Love,"Hamilton, Joe Frank &amp; Reynolds",1975, United States,US
46,Feelings,Morris Albert,1975, Brazil,Brazil
47,When Will I Be Loved,Linda Ronstadt,1975, U.S.,US
48,Chevy Van,Sammy Johns,1975, North Carolina,US
49,"You're the First, the Last, My Everything",Barry White,1975, U.S.,US
50,Please Mr. Please,Olivia Newton-John,1975, England,UK
51,You're No Good,Linda Ronstadt,1975, U.S.,US
52,Dynomite,Bazuka,1975, U.S.,US
53,Walking in Rhythm,The Blackbyrds,1975, United States,US
54,The Way We Were,Gladys Knight &amp; the Pips,1975, United States,US
55,Midnight Blue,Melissa Manchester,1975, New York,US
56,"Don't Call Us, We'll Call You",Sugarloaf,1975, U.S.,US
57,Poetry Man,Phoebe Snow,1975, U.S.[1],US
58,How Long?,Ace,1975, England,UK
59,Express,B.T. Express,1975, United States,US
60,That's the Way of the World,"Earth, Wind &amp; Fire",1975, U.S.,US
